FIPSCode,StateSearched,"County, State",Total TAT-ReportLevel(Days)
12099,fl,"palm beach, fl","35,879.00"
19147,ia,"palo alto, ia",243.304
48363,tx,"palo pinto, tx","1,329.11"
37137,nc,"pamlico, nc",232.195
28107,ms,"panola, ms","1,304.32"
48365,tx,"panola, tx",761.409
8093,co,"park, co",57.33
30067,mt,"park, mt",385.174
56029,wy,"park, wy","2,828.13"
18121,in,"parke, in",723.862
48367,tx,"parker, tx","7,900.84"
48369,tx,"parmer, tx",211.544
12101,fl,"pasco, fl","13,275.40"
37139,nc,"pasquotank, nc",806.608
34031,nj,"passaic, nj","6,573.83"
51141,va,"patrick, va",772.793
13223,ga,"paulding, ga","9,505.52"
39125,oh,"paulding, oh","1,268.07"
20145,ks,"pawnee, ks",141.145
31133,ne,"pawnee, ne",24.169
40117,ok,"pawnee, ok",759.5
16075,id,"payette, id",930.07
40119,ok,"payne, ok","3,468.73"
13225,ga,"peach, ga","1,741.39"
28109,ms,"pearl river, ms","4,454.37"
48371,tx,"pecos, tx","2,051.14"
38067,nd,"pembina, nd",102.036
29155,mo,"pemiscot, mo",320.883
53051,wa,"pend oreille, wa",102.732
37141,nc,"pender, nc","1,466.36"
21191,ky,"pendleton, ky","1,324.69"
54071,wv,"pendleton, wv","1,118.05"
27113,mn,"pennington, mn",295.867
46103,sd,"pennington, sd",704.969
23019,me,"penobscot, me","2,355.50"
17143,il,"peoria, il","10,064.09"
55091,wi,"pepin, wi",355.902
31135,ne,"perkins, ne",96.266
37143,nc,"perquimans, nc",252.837
1105,al,"perry, al",36.248
5105,ar,"perry, ar",112.153
17145,il,"perry, il","1,300.73"
18123,in,"perry, in",705.179
21193,ky,"perry, ky","1,328.35"
29157,mo,"perry, mo",164.268
28111,ms,"perry, ms",451.384
39127,oh,"perry, oh","1,580.34"
42099,pa,"perry, pa","2,469.75"
47135,tn,"perry, tn",500.007
32027,nv,"pershing, nv",278.439
37145,nc,"person, nc",806.422
51730,va,"petersburg city, va","5,898.50"
2195,ak,"petersburg, ak",72.296
30069,mt,"petroleum, mt",3.633
29159,mo,"pettis, mo",299.144
29161,mo,"phelps, mo",518.679
31137,ne,"phelps, ne",276.242
42101,pa,"philadelphia, pa","76,938.58"
5107,ar,"phillips, ar",427.418
8095,co,"phillips, co",3.75
20147,ks,"phillips, ks",53.058
30071,mt,"phillips, mt",29.412
17147,il,"piatt, il",821.685
39129,oh,"pickaway, oh","3,302.10"
1107,al,"pickens, al",104.722
13227,ga,"pickens, ga","1,225.61"
45077,sc,"pickens, sc","11,945.36"
47137,tn,"pickett, tn",105.374
13229,ga,"pierce, ga",437.386
38069,nd,"pierce, nd",126.144
31139,ne,"pierce, ne",95.813
53053,wa,"pierce, wa","8,344.80"
55093,wi,"pierce, wi","2,219.70"
1109,al,"pike, al",265.379
5109,ar,"pike, ar",41.017
13231,ga,"pike, ga",607.711
17149,il,"pike, il",252.634
18125,in,"pike, in",455.956
21195,ky,"pike, ky","2,526.85"
29163,mo,"pike, mo",209.306
28113,ms,"pike, ms","1,490.50"
39131,oh,"pike, oh",889.333
42103,pa,"pike, pa","2,173.44"
4019,az,"pima, az","86,287.58"
4021,az,"pinal, az","26,075.05"
27115,mn,"pine, mn",801.382
12103,fl,"pinellas, fl","34,040.57"
27117,mn,"pipestone, mn",187.966
23021,me,"piscataquis, me",197.45
8097,co,"pitkin, co",109.564
37147,nc,"pitt, nc","4,553.18"
40121,ok,"pittsburg, ok","1,321.65"
51143,va,"pittsylvania, va","2,015.72"
49031,ut,"piute, ut",4.981
6061,ca,"placer, ca","20,171.28"
22075,la,"plaquemines, la","2,549.04"
29165,mo,"platte, mo","2,092.99"
31141,ne,"platte, ne",988.322
56031,wy,"platte, wy",298.315
54073,wv,"pleasants, wv",544.178
6063,ca,"plumas, ca","2,079.68"
19149,ia,"plymouth, ia",602.969
25023,ma,"plymouth, ma","27,069.84"
19151,ia,"pocahontas, ia",290.868
54075,wv,"pocahontas, wv","1,409.42"
5111,ar,"poinsett, ar",301.776
22077,la,"pointe coupee, la",661.588
5113,ar,"polk, ar",155.736
12105,fl,"polk, fl","23,072.32"
13233,ga,"polk, ga","1,768.80"
19153,ia,"polk, ia","27,370.02"
27119,mn,"polk, mn",481.876
29167,mo,"polk, mo",382.963
37149,nc,"polk, nc",515.366
31143,ne,"polk, ne",134.853
41053,or,"polk, or",455.552
47139,tn,"polk, tn","1,321.01"
48373,tx,"polk, tx","1,734.55"
55095,wi,"polk, wi","2,118.57"
30073,mt,"pondera, mt",80.394
28115,ms,"pontotoc, ms","1,108.03"
40123,ok,"pontotoc, ok","1,320.80"
5115,ar,"pope, ar",885.79
17151,il,"pope, il",143.704
27121,mn,"pope, mn",540.618
51735,va,"poquoson city, va",323.421
39133,oh,"portage, oh","10,343.69"
55097,wi,"portage, wi","8,762.36"
18127,in,"porter, in","8,246.61"
51740,va,"portsmouth city, va","7,554.86"
18129,in,"posey, in","1,225.06"
20149,ks,"pottawatomie, ks",802.363
40125,ok,"pottawatomie, ok","3,086.62"
19155,ia,"pottawattamie, ia","3,761.88"
42105,pa,"potter, pa",464.735
48375,tx,"potter, tx","8,084.62"
30075,mt,"powder river, mt",33.004
21197,ky,"powell, ky",612.063
30077,mt,"powell, mt",173.779
16077,id,"power, id",200.397
19157,ia,"poweshiek, ia","1,111.79"
51145,va,"powhatan, va","1,133.84"
5117,ar,"prairie, ar",72.356
30079,mt,"prairie, mt",22.982
20151,ks,"pratt, ks",207.033
39135,oh,"preble, oh","1,592.01"
28117,ms,"prentiss, ms","1,384.98"
48377,tx,"presidio, tx",240.805
26141,mi,"presque isle, mi",160.884
54077,wv,"preston, wv","4,078.56"
55099,wi,"price, wi",442.289
51147,va,"prince edward, va",952
51149,va,"prince george, va","2,842.36"
24033,md,"prince georges, md","13,143.16"
2198,ak,"prince of wales hyder, ak",268.373
51153,va,"prince william, va","30,635.55"
44007,ri,"providence, ri","23,629.68"
8099,co,"prowers, co",35.456
8101,co,"pueblo, co",864.369
5119,ar,"pulaski, ar","8,679.29"
13235,ga,"pulaski, ga",286.094
17153,il,"pulaski, il",230.701
18131,in,"pulaski, in","1,162.85"
21199,ky,"pulaski, ky","2,867.63"
29169,mo,"pulaski, mo",952.322
51155,va,"pulaski, va","1,433.44"
40127,ok,"pushmataha, ok",204.266
12107,fl,"putnam, fl","2,271.62"
13237,ga,"putnam, ga","1,266.40"
17155,il,"putnam, il",241.843
18133,in,"putnam, in","2,462.76"
29171,mo,"putnam, mo",103.274
36079,ny,"putnam, ny","1,574.26"
39137,oh,"putnam, oh","1,736.88"
47141,tn,"putnam, tn","5,114.28"
54079,wv,"putnam, wv","4,670.50"
35037,nm,"quay, nm",210.718
24035,md,"queen annes, md",485.053
36081,ny,"queens, ny","1,263.08"
13239,ga,"quitman, ga",160.507
28119,ms,"quitman, ms",428.162
13241,ga,"rabun, ga",751.951
55101,wi,"racine, wi","8,062.99"
51750,va,"radford city, va","1,455.16"
48379,tx,"rains, tx",672.65
54081,wv,"raleigh, wv","3,724.63"
29173,mo,"ralls, mo",61.294
27123,mn,"ramsey, mn","35,689.23"
38071,nd,"ramsey, nd",233.263
48381,tx,"randall, tx","6,575.01"
1111,al,"randolph, al",119.856
5121,ar,"randolph, ar",103.572
13243,ga,"randolph, ga",326.272
17157,il,"randolph, il","1,288.21"
18135,in,"randolph, in",872.292
29175,mo,"randolph, mo",305.76
37151,nc,"randolph, nc","1,182.98"
54083,wv,"randolph, wv","3,262.97"
28121,ms,"rankin, ms","8,047.41"
38073,nd,"ransom, nd",138.019
22079,la,"rapides, la","7,289.03"
51157,va,"rappahannock, va",230.401
30081,mt,"ravalli, mt","1,240.39"
20153,ks,"rawlins, ks",32.012
29177,mo,"ray, mo",508.185
48383,tx,"reagan, tx",292.936
48385,tx,"real, tx",189.711
27125,mn,"red lake, mn",25.449
22081,la,"red river, la",399.06
48387,tx,"red river, tx",649.698
31145,ne,"red willow, ne",285.651
27127,mn,"redwood, mn",211.805
48389,tx,"reeves, tx","1,372.97"
48391,tx,"refugio, tx",294.803
20155,ks,"reno, ks","1,879.25"
36083,ny,"rensselaer, ny","2,332.77"
27129,mn,"renville, mn",347.496
38075,nd,"renville, nd",250.049
20157,ks,"republic, ks",74.214
29179,mo,"reynolds, mo",33.694
47143,tn,"rhea, tn","1,302.92"
20159,ks,"rice, ks",229.325
27131,mn,"rice, mn","2,425.86"
49033,ut,"rich, ut",27.178
31147,ne,"richardson, ne",97.684
17159,il,"richland, il",386.557
22083,la,"richland, la",816.609
30083,mt,"richland, mt",775.203
38077,nd,"richland, nd",317.876
39139,oh,"richland, oh","5,738.24"
45079,sc,"richland, sc","39,425.67"
55103,wi,"richland, wi",361.136
51760,va,"richmond city, va","28,745.75"
13245,ga,"richmond, ga","21,837.16"
37153,nc,"richmond, nc",453.531
36085,ny,"richmond, ny",160.068
51159,va,"richmond, va",539.559
20161,ks,"riley, ks","4,610.07"
19159,ia,"ringgold, ia",106.88
35039,nm,"rio arriba, nm",684.944
8103,co,"rio blanco, co",24.046
8105,co,"rio grande, co",41.532
18137,in,"ripley, in","1,448.47"
29181,mo,"ripley, mo",52.273
54085,wv,"ritchie, wv",827.249
6065,ca,"riverside, ca","110,844.87"
47145,tn,"roane, tn","2,017.92"
54087,wv,"roane, wv","1,310.91"
51770,va,"roanoke city, va","9,206.12"
51161,va,"roanoke, va","5,119.46"
46109,sd,"roberts, sd",6.821
48393,tx,"roberts, tx",36.929
21201,ky,"robertson, ky",173.102
47147,tn,"robertson, tn","12,017.18"
48395,tx,"robertson, tx","1,227.21"
37155,nc,"robeson, nc","2,193.54"
17161,il,"rock island, il","4,907.19"
27133,mn,"rock, mn",206.111
31149,ne,"rock, ne",7.106
55105,wi,"rock, wi","6,722.40"
51163,va,"rockbridge, va","1,155.39"
21203,ky,"rockcastle, ky",540.13
13247,ga,"rockdale, ga","10,402.97"
37157,nc,"rockingham, nc","1,777.53"
33015,nh,"rockingham, nh","23,134.85"
51165,va,"rockingham, va","2,203.87"
36087,ny,"rockland, ny","2,592.16"
48397,tx,"rockwall, tx","6,905.45"
40129,ok,"roger mills, ok",25.643
40131,ok,"rogers, ok","3,169.19"
38079,nd,"rolette, nd",159.766
20163,ks,"rooks, ks",60.266
30085,mt,"roosevelt, mt",258.467
35041,nm,"roosevelt, nm",747.656
26143,mi,"roscommon, mi",763.266
27135,mn,"roseau, mn",180.249
30087,mt,"rosebud, mt",206.708
39141,oh,"ross, oh","2,609.71"
8107,co,"routt, co",109.841
21205,ky,"rowan, ky","1,493.09"
37159,nc,"rowan, nc","1,641.12"
48399,tx,"runnels, tx",382.677
18139,in,"rush, in","1,418.05"
20165,ks,"rush, ks",57.203
48401,tx,"rusk, tx","2,914.09"
55107,wi,"rusk, wi",333.461
1113,al,"russell, al",869.308
20167,ks,"russell, ks",275.979
21207,ky,"russell, ky",775.597
51167,va,"russell, va",956.99
37161,nc,"rutherford, nc",792.361
47149,tn,"rutherford, tn","61,643.80"
50021,vt,"rutland, vt","1,147.83"
22085,la,"sabine, la",458.621
48403,tx,"sabine, tx",221.886
19161,ia,"sac, ia",266.295
6067,ca,"sacramento, ca","68,271.17"
6067,tn,"sacramento, tn",2.85
23023,me,"sagadahoc, me",782.034
26145,mi,"saginaw, mi","10,818.34"
8109,co,"saguache, co",7.091
22087,la,"saint bernard, la","3,264.64"
22089,la,"saint charles, la","3,774.57"
29183,mo,"saint charles, mo","3,226.95"
1115,al,"saint clair, al","1,124.80"
17163,il,"saint clair, il","16,025.21"
26147,mi,"saint clair, mi","7,352.42"
29185,mo,"saint clair, mo",111.708
55109,wi,"saint croix, wi","5,405.92"
5123,ar,"saint francis, ar",691.336
29187,mo,"saint francois, mo",289.532
22091,la,"saint helena, la",582.814
22093,la,"saint james, la","1,071.21"
12109,fl,"saint johns, fl","6,555.03"
26149,mi,"saint joseph, mi","5,439.32"
22097,la,"saint landry, la","2,980.84"
36089,ny,"saint lawrence, ny","2,300.60"
29510,mo,"saint louis city, mo","5,719.31"
27137,mn,"saint louis, mn","5,364.48"
29189,mo,"saint louis, mo","11,375.00"
12111,fl,"saint lucie, fl","6,145.26"
22099,la,"saint martin, la","1,830.05"
22101,la,"saint mary, la","3,752.89"
24037,md,"saint marys, md",940.292
22103,la,"saint tammany, la","15,950.11"
29186,mo,"sainte genevieve, mo",169.077
34033,nj,"salem, nj","1,418.87"
51775,va,"salem, va","2,881.40"
5125,ar,"saline, ar","1,871.28"
17165,il,"saline, il",979.189
20169,ks,"saline, ks","1,978.84"
29195,mo,"saline, mo",178.631
31151,ne,"saline, ne",470.359
49035,ut,"salt lake, ut","59,174.56"
45081,sc,"saluda, sc","3,703.75"
37163,nc,"sampson, nc",779.911
48405,tx,"san augustine, tx",374.341
6069,ca,"san benito, ca","3,105.37"
6071,ca,"san bernardino, ca","265,495.20"
6071,tx,"san bernardino, tx",3.012
6073,ca,"san diego, ca","192,390.30"
6073,ny,"san diego, ny",2.277
6075,ca,"san francisco, ca","114,312.47"
48407,tx,"san jacinto, tx",948.218
6077,ca,"san joaquin, ca","37,096.70"
35045,nm,"san juan, nm","2,525.26"
49037,ut,"san juan, ut",171.831
53055,wa,"san juan, wa",36.884
6079,ca,"san luis obispo, ca","48,500.64"
6081,ca,"san mateo, ca","72,023.06"
8113,co,"san miguel, co",48.976
35047,nm,"san miguel, nm",646.749
48409,tx,"san patricio, tx","5,065.76"
48411,tx,"san saba, tx",137.13
46111,sd,"sanborn, sd",16.707
30089,mt,"sanders, mt",174.63
35043,az,"sandoval, az",5.096
35043,nm,"sandoval, nm","5,931.56"
39143,oh,"sandusky, oh","2,496.22"
17167,il,"sangamon, il","6,493.30"
26151,mi,"sanilac, mi","1,729.63"
49039,ut,"sanpete, ut",509.537
6083,ca,"santa barbara, ca","30,994.66"
6085,ca,"santa clara, ca","201,356.17"
4023,az,"santa cruz, az","1,487.20"
6087,ca,"santa cruz, ca","21,167.82"
35049,nm,"santa fe, nm","4,881.99"
12113,fl,"santa rosa, fl","4,807.88"
12115,fl,"sarasota, fl","11,344.16"
36091,ny,"saratoga, ny","2,738.91"
38081,nd,"sargent, nd",72.89
31153,ne,"sarpy, ne","7,694.48"
55111,wi,"sauk, wi","1,952.83"
31155,ne,"saunders, ne",659.856
55113,wi,"sawyer, wi",276.38
36093,ny,"schenectady, ny","2,626.82"
48413,tx,"schleicher, tx",340.017
13249,ga,"schley, ga",108.652
36095,ny,"schoharie, ny",264.178
26153,mi,"schoolcraft, mi",144.672
17169,il,"schuyler, il",341.835
29197,mo,"schuyler, mo",51.528
36097,ny,"schuyler, ny",416.757
42107,pa,"schuylkill, pa","4,401.90"
39145,oh,"scioto, oh","1,637.18"
29199,mo,"scotland, mo",58.64
37165,nc,"scotland, nc",769.03
5127,ar,"scott, ar",64.807
19163,ia,"scott, ia","7,493.57"
17171,il,"scott, il",231.212
18143,in,"scott, in","1,225.45"
20171,ks,"scott, ks",115.438
21209,ky,"scott, ky","6,584.45"
27139,mn,"scott, mn","7,697.95"
29201,mo,"scott, mo",297.188
28123,ms,"scott, ms",572.191
47151,tn,"scott, tn",537.681
51169,va,"scott, va","3,161.73"
31157,ne,"scotts bluff, ne",623.607
13251,ga,"screven, ga",341.557
48415,tx,"scurry, tx",553.858
5129,ar,"searcy, ar",58.844
5131,ar,"sebastian, ar","2,121.51"
8115,co,"sedgwick, co",15.607
20173,ks,"sedgwick, ks","22,968.54"
12117,fl,"seminole, fl","18,658.85"
13253,ga,"seminole, ga",227.774
40133,ok,"seminole, ok","1,197.18"
36099,ny,"seneca, ny",647.298
39147,oh,"seneca, oh","2,434.92"
47153,tn,"sequatchie, tn","3,177.87"
40135,ok,"sequoyah, ok","1,372.14"
5133,ar,"sevier, ar",161.622
47155,tn,"sevier, tn","4,316.90"
49041,ut,"sevier, ut",498.717
20175,ks,"seward, ks",669.556
31159,ne,"seward, ne",596.558
48417,tx,"shackelford, tx",296.441
29203,mo,"shannon, mo",35.776
46113,sd,"shannon, sd",16.706
28125,ms,"sharkey, ms",447.805
5135,ar,"sharp, ar",181.67
6089,ca,"shasta, ca","31,539.83"
55115,wi,"shawano, wi","1,259.17"
20177,ks,"shawnee, ks","4,655.72"
55117,wi,"sheboygan, wi","2,721.06"
1117,al,"shelby, al","2,675.11"
19165,ia,"shelby, ia",439.14
17173,il,"shelby, il",470.261
18145,in,"shelby, in","5,284.19"
21211,ky,"shelby, ky","3,127.68"
29205,mo,"shelby, mo",36.082
39149,oh,"shelby, oh","2,951.83"
47157,tn,"shelby, tn","54,077.59"
48419,tx,"shelby, tx",987.909
51171,va,"shenandoah, va","1,264.74"
27141,mn,"sherburne, mn","4,336.21"
20179,ks,"sheridan, ks",5.495
30091,mt,"sheridan, mt",107.282
38083,nd,"sheridan, nd",85.815
31161,ne,"sheridan, ne",245.009
56033,wy,"sheridan, wy","1,282.97"
20181,ks,"sherman, ks",146.023
31163,ne,"sherman, ne",110.021
41055,or,"sherman, or",21.306
48421,tx,"sherman, tx",220.438
26155,mi,"shiawassee, mi","7,693.71"
16079,id,"shoshone, id",564.587
27143,mn,"sibley, mn",801.206
6091,ca,"sierra, ca",114.476
35051,nm,"sierra, nm",180.316
30093,mt,"silver bow, mt","1,141.62"
21213,ky,"simpson, ky","1,825.64"
28127,ms,"simpson, ms",645.454
19167,ia,"sioux, ia",532.1
38085,nd,"sioux, nd",17.506
31165,ne,"sioux, ne",34.744
6093,ca,"siskiyou, ca","1,166.18"
2220,ak,"sitka, ak",278.359
53057,wa,"skagit, wa","1,156.84"
2230,ak,"skagway, ak",82.856
53059,wa,"skamania, wa",308.081
38087,nd,"slope, nd",11.788
20183,ks,"smith, ks",21.276
28129,ms,"smith, ms",301.725
47159,tn,"smith, tn","3,262.73"
48423,tx,"smith, tx","9,642.46"
51173,va,"smyth, va","1,245.85"
53061,wa,"snohomish, wa","8,725.33"
42109,pa,"snyder, pa","1,157.70"
35053,nm,"socorro, nm",609.376
6095,ca,"solano, ca","28,399.47"
24039,md,"somerset, md",442.212
23025,me,"somerset, me",653.02
34035,nj,"somerset, nj","7,443.88"
42111,pa,"somerset, pa","2,753.91"
48425,tx,"somervell, tx",585.269
6097,ca,"sonoma, ca","20,902.92"
51175,va,"southampton, va",605.874
2240,ak,"southeast fairbanks, ak",219.672
13255,ga,"spalding, ga","4,135.92"
45083,sc,"spartanburg, sc","27,826.92"
18147,in,"spencer, in","1,046.46"
21215,ky,"spencer, ky","1,643.83"
46115,sd,"spink, sd",13.144
53063,wa,"spokane, wa","3,840.99"
51177,va,"spotsylvania, va","6,379.13"
22095,la,"st john the baptist, la","4,231.96"
18141,in,"st joseph, in","27,917.09"
20185,ks,"stafford, ks",180.438
51179,va,"stafford, va","9,009.34"
6099,ca,"stanislaus, ca","22,322.86"
37167,nc,"stanly, nc",675.053
20187,ks,"stanton, ks",6.912
31167,ne,"stanton, ne",110.652
17175,il,"stark, il",276.457
38089,nd,"stark, nd","2,228.16"
39151,oh,"stark, oh","17,651.09"
18149,in,"starke, in","2,417.43"
48427,tx,"starr, tx","1,536.79"
51790,va,"staunton city, va","1,630.74"
27145,mn,"stearns, mn","5,425.92"
27147,mn,"steele, mn","1,697.26"
38091,nd,"steele, nd",193.384
13257,ga,"stephens, ga","2,060.86"
40137,ok,"stephens, ok","1,590.98"
48429,tx,"stephens, tx",493.905
17177,il,"stephenson, il","1,524.23"
48431,tx,"sterling, tx",171.817
18151,in,"steuben, in","4,315.19"
36101,ny,"steuben, ny","2,417.39"
20189,ks,"stevens, ks",112.163
27149,mn,"stevens, mn",340.41
53065,wa,"stevens, wa",171.029
13259,ga,"stewart, ga",383.179
47161,tn,"stewart, tn","1,362.02"
30095,mt,"stillwater, mt",146.974
29207,mo,"stoddard, mo",132.3
37169,nc,"stokes, nc",571.419
5137,ar,"stone, ar",46.325
29209,mo,"stone, mo",305.779
28131,ms,"stone, ms",844.236
48433,tx,"stonewall, tx",118.658
32029,nv,"storey, nv",552.124
19169,ia,"story, ia","6,687.94"
33017,nh,"strafford, nh","10,929.88"
38093,nd,"stutsman, nd",420.311
56035,wy,"sublette, wy",616.852
51800,va,"suffolk city, va","4,934.91"
25025,ma,"suffolk, ma","81,398.44"
36103,ny,"suffolk, ny","11,428.96"
18153,in,"sullivan, in",557.643
29211,mo,"sullivan, mo",79.248
33019,nh,"sullivan, nh","2,414.80"
36105,ny,"sullivan, ny","1,211.95"
42113,pa,"sullivan, pa",337.449
47163,tn,"sullivan, tn","21,976.53"
46119,sd,"sully, sd",5.126
54089,wv,"summers, wv",745.278
8117,co,"summit, co",260.308
39153,oh,"summit, oh","28,517.41"
49043,ut,"summit, ut","2,213.40"
20191,ks,"sumner, ks",973.379
47165,tn,"sumner, tn","23,008.01"
1119,al,"sumter, al",83.769
12119,fl,"sumter, fl","1,316.42"
13261,ga,"sumter, ga","1,100.00"
45085,sc,"sumter, sc","15,065.03"
28133,ms,"sunflower, ms",948.428
37171,nc,"surry, nc",709.709
51181,va,"surry, va",232.829
42115,pa,"susquehanna, pa","1,336.65"
10005,de,"sussex, de","5,950.92"
34037,nj,"sussex, nj","1,721.07"
51183,va,"sussex, va",767.297
6101,ca,"sutter, ca","3,661.57"
48435,tx,"sutton, tx",275.313
12121,fl,"suwannee, fl",738.85
37173,nc,"swain, nc",157.001
30097,mt,"sweet grass, mt",64.439
56037,wy,"sweetwater, wy","3,601.61"
27151,mn,"swift, mn",606.405
48437,tx,"swisher, tx",492.294
18155,in,"switzerland, in",569.75
13263,ga,"talbot, ga",515.403
24041,md,"talbot, md",385.838
13265,ga,"taliaferro, ga",93.216
1121,al,"talladega, al",498.146
28135,ms,"tallahatchie, ms",470.562
1123,al,"tallapoosa, al",125.432
19171,ia,"tama, ia",480.548
29213,mo,"taney, mo",456.654
22105,la,"tangipahoa, la","5,903.39"
35055,nm,"taos, nm",720.084
48439,tx,"tarrant, tx","103,254.70"
28137,ms,"tate, ms","1,617.76"
13267,ga,"tattnall, ga",686.967
12123,fl,"taylor, fl",361.184
13269,ga,"taylor, ga",162.788
19173,ia,"taylor, ia",136.319
21217,ky,"taylor, ky","1,066.88"
48441,tx,"taylor, tx","6,265.79"
55119,wi,"taylor, wi",665.001
54091,wv,"taylor, wv","1,768.79"
17179,il,"tazewell, il","3,599.60"
51185,va,"tazewell, va","1,407.29"
6103,ca,"tehama, ca","2,265.43"
13271,ga,"telfair, ga",337.883
8119,co,"teller, co",119.982
22107,la,"tensas, la",228.162
22109,la,"terrebonne, la","5,439.57"
13273,ga,"terrell, ga",442.771
48443,tx,"terrell, tx",13.022
48445,tx,"terry, tx",607.246
16081,id,"teton, id",357.537
30099,mt,"teton, mt",203.932
56039,wy,"teton, wy","2,503.02"
29215,mo,"texas, mo",135.98
40139,ok,"texas, ok",953.576
31169,ne,"thayer, ne",60.686
13275,ga,"thomas, ga","1,408.96"
20193,ks,"thomas, ks",165.384
31171,ne,"thomas, ne",17.863
48447,tx,"throckmorton, tx",39.508
31173,ne,"thurston, ne",119.052
53067,wa,"thurston, wa","1,985.42"
13277,ga,"tift, ga","1,477.23"
41057,or,"tillamook, or",121.54
40141,ok,"tillman, ok",263.459
36107,ny,"tioga, ny",875.878
42117,pa,"tioga, pa","1,670.82"
28139,ms,"tippah, ms",715.769
18157,in,"tippecanoe, in","13,197.96"
18159,in,"tipton, in","1,464.54"
47167,tn,"tipton, tn","4,412.29"
28141,ms,"tishomingo, ms",419.874
48449,tx,"titus, tx","2,855.95"
21219,ky,"todd, ky","2,230.17"
27153,mn,"todd, mn",665.177
46121,sd,"todd, sd",41.575
9013,ct,"tolland, ct","1,100.79"
48451,tx,"tom green, tx","5,516.70"
36109,ny,"tompkins, ny","2,958.96"
49045,ut,"tooele, ut","3,594.21"
30101,mt,"toole, mt",53.434
13279,ga,"toombs, ga",706.05
35057,nm,"torrance, nm",551.083
38095,nd,"towner, nd",31.664
13281,ga,"towns, ga",420.668
38097,nd,"traill, nd",399.319
37175,nc,"transylvania, nc",255.519
27155,mn,"traverse, mn",40.145
48453,tx,"travis, tx","102,942.38"
30103,mt,"treasure, mt",2.185
20195,ks,"trego, ks",26.074
55121,wi,"trempealeau, wi",557.688
13283,ga,"treutlen, ga",157.758
21221,ky,"trigg, ky","1,985.00"
21223,ky,"trimble, ky",410.984
6105,ca,"trinity, ca",339.429
48455,tx,"trinity, tx",444.969
46123,sd,"tripp, sd",25.084
13285,ga,"troup, ga","2,671.74"
47169,tn,"trousdale, tn","3,157.20"
39155,oh,"trumbull, oh","8,840.30"
54093,wv,"tucker, wv","1,351.41"
6107,ca,"tulare, ca","14,917.33"
40143,ok,"tulsa, ok","24,305.67"
28143,ms,"tunica, ms","1,155.52"
6109,ca,"tuolumne, ca","2,013.13"
13287,ga,"turner, ga",253.571
46125,sd,"turner, sd",57.7
1125,al,"tuscaloosa, al","1,646.96"
39157,oh,"tuscarawas, oh","2,570.65"
26157,mi,"tuscola, mi","5,256.02"
13289,ga,"twiggs, ga",330.234
16083,id,"twin falls, id","8,458.63"
48457,tx,"tyler, tx",838.22
54095,wv,"tyler, wv",452.139
37177,nc,"tyrrell, nc",139.585
56041,wy,"uinta, wy","1,399.01"
49047,ut,"uintah, ut","1,081.74"
36111,ny,"ulster, ny","1,642.34"
41059,or,"umatilla, or",476.018
47171,tn,"unicoi, tn","1,155.28"
5139,ar,"union, ar","1,305.78"
12125,fl,"union, fl",114.037
13291,ga,"union, ga",718.984
19175,ia,"union, ia",379.515
17181,il,"union, il",613.11
18161,in,"union, in",196.253
21225,ky,"union, ky",777.669
22111,la,"union, la",666.31
28145,ms,"union, ms",794.635
37179,nc,"union, nc","3,923.53"
34039,nj,"union, nj","12,090.44"
35059,nm,"union, nm",95.211
39159,oh,"union, oh","3,250.55"
41061,or,"union, or",230.604
42119,pa,"union, pa","1,149.06"
45087,sc,"union, sc","3,037.45"
46127,sd,"union, sd",160.881
47173,tn,"union, tn","1,351.71"
48459,tx,"upshur, tx","1,509.87"
54097,wv,"upshur, wv","2,841.58"
13293,ga,"upson, ga",759.504
48461,tx,"upton, tx",218.634
49049,ut,"utah, ut","19,805.92"
48463,tx,"uvalde, tx","1,206.23"
48465,tx,"val verde, tx","2,979.97"
2261,ak,"valdez cordova, ak",554.295
35061,nm,"valencia, nm","2,149.32"
16085,id,"valley, id",452.808
30105,mt,"valley, mt",85.41
31175,ne,"valley, ne",67.602
5141,ar,"van buren, ar",112.642
19177,ia,"van buren, ia",207.846
26159,mi,"van buren, mi","4,175.97"
47175,tn,"van buren, tn",356.107
39161,oh,"van wert, oh","3,326.41"
48467,tx,"van zandt, tx","1,802.08"
37181,nc,"vance, nc",605.463
18163,in,"vanderburgh, in","14,929.21"
42121,pa,"venango, pa","1,538.77"
6111,ca,"ventura, ca","35,358.97"
17183,il,"vermilion, il","2,236.42"
22113,la,"vermilion, la","2,154.19"
18165,in,"vermillion, in",467.871
22115,la,"vernon, la","4,351.48"
29217,mo,"vernon, mo",64.887
55123,wi,"vernon, wi",262.021
48469,tx,"victoria, tx","4,766.21"
18167,in,"vigo, in","4,117.71"
55125,wi,"vilas, wi",424.819
39163,oh,"vinton, oh",648.948
51810,va,"virginia beach city, va","31,816.53"
12127,fl,"volusia, fl","14,370.17"
17185,il,"wabash, il",313.03
18169,in,"wabash, in","1,248.12"
27157,mn,"wabasha, mn",418.246
20197,ks,"wabaunsee, ks",300.901
2270,ak,"wade hampton, ak",64.546
27159,mn,"wadena, mn",293.641
40145,ok,"wagoner, ok","3,432.34"
53069,wa,"wahkiakum, wa",13.042
37183,nc,"wake, nc","14,620.39"
12129,fl,"wakulla, fl",702.271
23027,me,"waldo, me",508.38
1127,al,"walker, al",527.637
